"name","MissingRate","installedPatchCount","missingPatchCount","missingServicePackCount","PatchGroupName"
"LDN1WS021N01","1.49%","67","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"ldn1ws006n01","1.56%","64","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0163","2.27%","44","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0051","2.70%","37","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0054","3.13%","32","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0116","0.00%","24","0","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS009N01","4.62%","65","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0208","1.49%","201","3","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0193","1.89%","53","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0148","1.82%","55","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0189","1.79%","56","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0068","0.62%","162","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0093","1.47%","68","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0191","1.85%","54","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0164","2.86%","35","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0009","1.43%","70","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0044","2.56%","39","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0185","1.85%","54","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0187","1.72%","58","1","2","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0030","1.67%","60","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0212","1.75%","57","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0210","1.79%","56","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0114","1.85%","54","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0111","1.85%","54","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0121","4.55%","22","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0038","2.86%","35","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0321","1.69%","59","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0064","1.47%","68","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0215","1.79%","56","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0219","1.92%","52","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0091","1.47%","68","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0217","1.79%","56","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0016","1.82%","55","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws0352","","","","","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws0141","","","","","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws0616","","","","","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws0350","","","","","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0318","5.56%","72","4","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0491","2.65%","113","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0086","8.11%","37","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0329","1.76%","170","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9707","5.00%","40","2","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9665","4.26%","47","2","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS8000","1.54%","65","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9693","1.82%","55","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9860","0.62%","161","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0096","1.49%","67","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0254","1.85%","54","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0084","1.61%","62","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0199","2.50%","40","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9999","2.78%","36","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0123","1.79%","56","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0296","4.00%","25","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS039N03","1.59%","63","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0144","2.08%","48","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS029N01","1.82%","55","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0463","2.78%","36","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS059N01","1.67%","60","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0034","3.03%","33","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS094N01","2.22%","45","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0098","1.49%","67","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS002N01","1.41%","71","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0010","2.50%","40","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9811","2.17%","46","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9793","0.00%","194","0","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9798","2.17%","46","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-12"
"ldn1ws4505","5.26%","19","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-12"
"LDN1WS0129","1.89%","53","1","0","ldn1ws7001\EMEAPatch11-DCs-c4-p1-sat-00"
"LDN1WS0356","0.00%","53","0","0","ldn1ws7001\EMEAPatch11-DCs-c4-p1-sat-00"
"LDN1WS0059","1.89%","53","1","0","ldn1ws7001\EMEAPatch11-DCs-c4-p1-sat-08"
"LDN1WS9738","2.00%","50","1","0","ldn1ws7001\EMEAPatch11-Messaging-c4-p1-sat-04"
"LDN1WS9650","2.50%","40","1","0","ldn1ws7001\EMEAPatch11-Messaging-c4-p1-sat-04"
"LDN1WS0002","0.00%","32","0","0","ldn1ws7001\EMEAPatch11-Messaging-c4-p1-sat-04"
"LDN1WS0021","2.86%","35","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS0023","3.23%","31","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9639","2.56%","39","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9968","2.33%","43","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS8936","2.04%","49","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS8938","1.85%","54","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9881","2.08%","48","1","0","ldn1ws7001\EMEAPatch12-Backups-c4-p1-sun-08"
"uk2pvtrdsql01","6.25%","48","3","0","ldn1ws7001\EMEAPatch13-LN-c4-p1-sat-00"
"UK2PBTRDSQL01","5.26%","19","1","0","ldn1ws7001\EMEAPatch13-LN-c4-p1-sat-04"
"LDN1WS0252N01","1.56%","64","1","0","ldn1ws7001\EMEAPatch9-ClusterN1-c4-p1-sat-00"
"LDN1WS061N01","1.85%","54","1","0","ldn1ws7001\EMEAPatch9-ClusterN1-c4-p1-sat-04"
"uk2pvcsql01","2.63%","38","1","0","ldn1ws7001\nocontroller-catchall04"
"LDN1WS0281","1.79%","56","1","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-00"
"LDN1WS8931","0.00%","56","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-04"
"LDN1WS0354","5.08%","59","3","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS8890","5.08%","59","3","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0077","1.56%","128","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0288","0.74%","269","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS9643","0.00%","135","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0485","3.92%","51","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0013","3.28%","61","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"GB00WINFAPP11P","3.57%","28","1","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0200N03","0.00%","44","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS013N01","0.00%","69","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS022N01","0.00%","71","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS015N01","0.00%","97","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0047","0.00%","50","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0165","0.00%","30","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0049","0.00%","29","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0100N03","0.00%","43","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0318N01","0.00%","68","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0483","0.00%","49","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0365","0.00%","65","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS9752","0.00%","49","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0412","0.00%","62","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0342","0.00%","109","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0196","0.00%","42","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0032","0.00%","50","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS040N01","0.00%","64","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS010N01","0.00%","65","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"ldn1ws005n01","0.00%","20","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0050","0.00%","32","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0374","0.00%","61","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS038N01","0.00%","66","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0460","0.00%","49","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0158","0.00%","54","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0041","0.00%","38","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0102N01","0.00%","33","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS012N01","0.00%","63","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0052","0.00%","59","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0112","17.78%","45","8","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0110","4.26%","47","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0026","3.64%","55","2","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0152","1.41%","71","1","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0353","1.92%","52","1","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0137","0.00%","32","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0115","0.00%","53","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0090","0.00%","67","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0351","0.00%","57","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0348","0.00%","59","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0190","0.00%","54","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0094","0.00%","67","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0207","0.00%","57","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0220","0.00%","53","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0192","0.00%","54","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0061","0.00%","51","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0011","0.00%","55","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0188","0.00%","53","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0184","0.00%","53","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0031","0.00%","35","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0065","0.00%","68","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0092","0.00%","67","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0209","0.00%","57","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0043","0.00%","35","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0218","0.00%","57","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0211","0.00%","56","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0214","0.00%","55","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0186","0.00%","53","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0147","0.00%","54","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0216","0.00%","57","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws0617","","","","","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0313","4.84%","62","3","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9706","2.63%","38","1","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9875","0.00%","32","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0099","0.00%","97","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9669","0.00%","58","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0250","0.00%","32","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0143","0.00%","44","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0273","0.00%","44","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0501","0.00%","59","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9794","0.00%","213","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0004","0.00%","24","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0037","0.00%","37","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0024","0.00%","35","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0097","0.00%","68","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS8897","0.00%","63","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9812","0.00%","45","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0298","0.00%","89","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0124","0.00%","55","0","1","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0334","0.00%","53","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9770","0.00%","38","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0324","0.00%","23","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS059N02","0.00%","62","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0284","0.00%","27","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0095","0.00%","79","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0033","0.00%","36","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDNPEOCAPP01","0.00%","91","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS0490","0.00%","115","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-08"
"LDN1WS9867","0.00%","46","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-12"
"ldn1ws5389","0.00%","20","0","0","ldn1ws7002\EMEAPatch1-LDN-c4-p1-sat-12"
"LDN1WS0060","0.00%","50","0","0","ldn1ws7002\EMEAPatch11-DCs-c4-p1-sat-00"
"LDN1WS0029","0.00%","31","0","0","ldn1ws7002\EMEAPatch11-DCs-c4-p1-sat-00"
"ldn1ws9981","","","","","ldn1ws7002\EMEAPatch11-DCs-c4-p1-sat-00"
"ldn1ws0357","","","","","ldn1ws7002\EMEAPatch11-DCs-c4-p1-sat-04"
"ldn1ws0355","0.00%","45","0","0","ldn1ws7002\EMEAPatch11-DCs-c4-p1-sat-08"
"LDN1WS9642","3.39%","59","2","0","ldn1ws7002\EMEAPatch11-Messaging-c4-p1-sat-04"
"LDN1WS9737","0.00%","48","0","0","ldn1ws7002\EMEAPatch11-Messaging-c4-p1-sat-04"
"LDN1WS0020","0.00%","35","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS0022","0.00%","33","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9969","0.00%","41","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9640","0.00%","45","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS8940","0.00%","67","0","1","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS8937","0.00%","55","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS9882","0.00%","45","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"LDN1WS8935","0.00%","55","0","0","ldn1ws7002\EMEAPatch12-Backups-c4-p1-sun-08"
"uk2pvtrdsql02","5.13%","39","2","0","ldn1ws7002\EMEAPatch13-LN-c4-p1-sat-00"
"UK2PBTRDSQL02","0.00%","18","0","0","ldn1ws7002\EMEAPatch13-LN-c4-p1-sat-00"
"LDN1WS061N02","0.00%","56","0","0","ldn1ws7002\EMEAPatch9-ClusterN2-c4-p1-sat-04"
"uk2pvintsql01","0.00%","40","0","0","ldn1ws7002\nocontroller-catchall04"
"LDN2WS075N02","2.33%","43","1","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9705","0.00%","65","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS8055","0.00%","56","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS085N02","0.00%","51","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws7547","0.00%","17","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS080N02","0.00%","61","0","1","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws3648","0.00%","23","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS098N02","0.00%","31","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS078N02","0.00%","55","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS092N02","0.00%","48","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS077N02","0.00%","59","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS104N02","0.00%","28","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS100N02","0.00%","32","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS083N02","0.00%","56","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS081N02","0.00%","63","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9696","0.00%","56","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws5375","0.00%","17","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws7747","0.00%","21","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS088N02","0.00%","57","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS107N02","0.00%","31","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS097N02","0.00%","32","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS076N02","0.00%","63","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS082N02","0.00%","59","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS084N02","0.00%","57","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9713","0.00%","42","0","0","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8104","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8105","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8082","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8106","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8107","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"ldn2ws8103","","","","","ldn2ws7001\1-EMEAPatch1-LDN-c4-p1-sat-00"
"LDNPINFPKI02","3.03%","33","1","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"ldnpsolapp04","0.00%","43","0","1","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9746","0.00%","53","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9819","0.00%","41","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9853","0.00%","51","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9957","0.00%","41","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDNPINFCA02","0.00%","61","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9971","0.00%","32","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9720","0.00%","53","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9719","0.00%","40","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9859","0.00%","51","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9854","0.00%","50","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9813","0.00%","40","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9960","0.00%","38","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS9993","0.00%","38","0","0","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"tbd2ws001n02","","","","","ldn2ws7001\2-EMEAPatch1-LDN-c4-p1-sat-00"
"LDN2WS8088","0.00%","55","0","0","ldn2ws7001\EMEAPatch1-LDN-c4-np-sat-00"
"ldn2ws0097","","","","","ldn2ws7001\EMEAPatch1-LDN-c4-np-sat-04"
"LDN2WS8090","0.00%","61","0","0","ldn2ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN2WS0008","0.00%","153","0","0","ldn2ws7001\EMEAPatch1-LDN-c4-np-thu-08"
